cluster_id,auto_label
2022,"sprocket, bicycle, bicycle sprocket, assembly, sprocket assembly"
2023,"fluid, coupling, connecting, fluid coupling, quick"
2027,"diffuser, method, light, light diffuser, diffuser method"
2028,"occupancy, detection, method, occupancy detection, occupancy sensing"
2030,"transmission, power, power transmission, transmission device, device"
2031,"adhesive, composition, adhesive composition, adhesives, pressure"
2032,"vital, method, signs, vital signs, sign"
2034,"device, assist, ventricular, ventricular assist, heart"
2035,"propulsion, method, aircraft, thrust, vehicle"
2036,"thrombus, thrombectomy, device, methods, removal"
2037,"luggage, suitcase, baggage, item, luggage item"
2038,"bed, truck, truck bed, cargo, cargo bed"
2039,"vehicle, security, vehicles, method, systems"
2040,"wheeled, vehicle, scooter, wheeled vehicle, electric"
2041,"vehicle, operating, method, device, operating vehicle"
2042,"vehicle, method, autonomous, vehicles, driving"
2043,"semiconductor, structure, semiconductor structure, structure semiconductor, semiconductor constructions"
2044,"biofilm, method, biofilms, methods, treatment"
2045,"refrigerator, door, refrigerator door, door refrigerator, method"
2049,"unit, air, unit air, conditioning, air conditioning"
2050,"air, conditioning, air conditioning, method, vehicle"
2052,"graphics, processing, graphics processing, gpu, method"
2055,"display, medium, method, control, device"
2056,"bearer, method, bearers, apparatus, methods"
2057,"vane, variable, guide, variable vane, turbine"
2058,"proteins, insecticidal, methods, use, insect"
2059,"things, internet things, internet, iot, method"
2062,"distillation, method, apparatus, distillation apparatus, liquid"
2063,"methods, fertility, sperm, tissue, male"
2065,"control, device, method, control device, device control"
2066,"resonator, filter, tunable, frequency, band"
2067,"geofence, systems, geofencing, methods, geofences"
2068,"ticket, method, systems, ticketing, methods"
2071,"peptides, use, cancers, combination peptides, peptides combination"
2072,"ledger, blockchain, secure, method, distributed"
2073,"phase, shifter, phase shifter, circuit, shifting"
2074,"dengue, virus, dengue virus, methods, vaccine"
2076,"memory, memory memory, windows memory, windows, storage windows"
2077,"prostate, cancer, prostate cancer, method, gene"
2078,"device, securing, security, securing device, security device"
2079,"methods, cancer, treatment, treating, compositions"
2080,"learning, machine, machine learning, data, predictive"
2081,"threat, method, cyber, security, systems"
2082,"assistant, personal, virtual, personal assistant, digital"
2083,"graph, data, method, processing, database"
2085,"method, wireless, frame, transmitting, apparatus"
2086,"spectrum, sharing, method, spectrum sharing, shared"
2088,"sram, cell, structure, sram cell, port"
2093,"speaker, speaker speaker, sports speaker, universal speaker, sports"
2096,"spin, element, magnetic, torque, spin orbit"
2098,"robot, robot robot, care, care robot, segment"
2100,"battery, battery battery, device battery, device, battery device"
2101,"vaping, device, vaping device, electronic, electronic vaping"
2102,"surveying, method, instrument, surveying instrument, dimensional"
2103,"ceramic, electronic, component, electronic component, ceramic electronic"
2108,"atrial, left, left atrial, atrial appendage, appendage"
2109,"binding, machine, binding machine, device, apparatus"
2110,"gutter, cover, gutter cover, device, systems"
2114,"survey, method, device, survey data, data"
2117,"spoofing, detection, spoofing detection, systems methods, methods"
2119,"thermal, imaging, thermal imaging, image, method"
2120,"semiconductor, structure, method, semiconductor structure, forming"
2121,"pulmonary, methods, treating, lung, methods treating"
2126,"surface, treatment, method, surface treatment, surface modified"
2127,"inertial, measurement, inertial measurement, unit, measurement unit"
2128,"corrosion, method, detection, monitoring, corrosion detection"
2129,"phishing, methods, detection, systems, phishing attacks"
2130,"buckle, device, buckle device, release, release buckle"
2131,"treadmill, treadmill treadmill, treadmill low, low, belt"
2132,"training, ball, sports, device, sports ball"
2134,"communication, apparatus, communication apparatus, method, storage"
2135,"package, electronic, method, electronic package, fabricating"
2136,"emitting, semiconductor, light, light emitting, semiconductor light"
2138,"joining, method, joined, joined body, body"
2139,"pcie, express, pci express, pci, chip"
2141,"dehumidifier, dehumidification, device, method, portable"
2142,"resuscitation, cpr, cardiopulmonary, compression, cardiopulmonary resuscitation"
2143,"laser, surgery, eye, eye surgery, laser eye"
2144,"heart, failure, heart failure, treating, methods"
2145,"blood, flow, blood flow, method, methods"
2146,"brain, method, activity, eeg, based"
2147,"spinal, methods, method, spine, implant"
2148,"geared, engine, turbine, turbine engine, gas turbine"
2149,"interior, vehicle, component, vehicle interior, interior component"
2150,"adjustable, table, height, desk, height adjustable"
2152,"building, management, building management, building automation, automation"
2153,"tube, method, apparatus, tube coupling, tool"
2159,"cutting, insert, tool, cutting insert, cutting tool"
2160,"milling, machine, milling machine, method, material"
2163,"impeller, machine, apparatus, assembly, method"
2165,"pressure, control, device, pressure control, method"
2166,"control, method, control method, device, control device"
2170,"motor, electric, electric motor, motor electric, direct"
2171,"subterranean, formation, subterranean formation, treatment, subterranean formations"
2173,"policy, method, control, management, policy control"
2177,"assembly, display, screen, display assembly, screen assembly"
2179,"vehicle, control, vehicle control, control vehicle, method therefor"
2180,"display, image, image display, apparatus, method"
2181,"renal, kidney, disease, treating, methods"
2182,"point, point cloud, cloud, method, 3d"
2183,"vehicle, autonomous, autonomous vehicle, driving, control"
2185,"voltage, method, circuit, detecting, device"
2189,"synchronization, data, data synchronization, synchronizing, method"
2190,"crispr, cas, crispr cas, genome, methods"
2192,"molded, method, article, molded article, manufacturing"
2194,"sentiment, method, analysis, sentiment analysis, data"
2199,"neural, network, neural network, networks, deep"
2201,"atm, automated, teller, method, automated teller"
2204,"method, narrative, story, text, media"
2206,"station, base station, base, communication, method"
2207,"beam, recovery, failure, beam failure, failure recovery"
2208,"accelerator, configurable, accelerators, systems, method"
2209,"motion, vector, motion vector, method, prediction"
2210,"prediction, video, coding, video coding, intra"
2213,"bitrate, streaming, adaptive, adaptive bitrate, rate"
2214,"cleaner, cleaner cleaner, uses cleaner, uses, pruner"
2215,"electronic, apparatus, electronic apparatus, apparatus electronic, device"
2216,"machine, work, work machine, machine work, working machine"
2219,"license, plate, license plate, method, device"
2221,"communication, communication communication, communications, communication systems, systems"
2224,"fluorescence, method, fluorescent, methods, image"
2225,"therapy, method, photodynamic therapy, photodynamic, phototherapy"
2228,"superabsorbent, polymer, superabsorbent polymer, method, preparing"
2232,"incident, management, response, incident response, systems"
2234,"landing, aircraft, vertical, vertical landing, landing aircraft"
2235,"optical, device, optical device, device optical, display"
2236,"tiles, tile, leveling, method, aligning"
2237,"press, device, pressing, method, press drive"
2241,"obstacle, obstacle detection, method, detection, device"
2242,"road, method, surface, road surface, information"
2243,"separator, electrochemical, electrode, comprising, element"
2244,"powder, manufacturing, additive, additive manufacturing, method"
2245,"circuit, board, circuit board, assembly, electronic"
2247,"shoulder, glenoid, component, shoulder prosthesis, prosthesis"
2249,"display, control, display control, medium, method"
2250,"display, method, device, compensation, gamma"
2251,"hydrant, hydration, device, method, hydrate"
2253,"display, brightness, device, method, display brightness"
2258,"air, quality, air quality, monitoring, pollution"
2262,"air, conditioning, air conditioning, vehicle, method"
2264,"vehicle, management, thermal, thermal management, vehicle thermal"
2266,"regulator, voltage, voltage regulator, low, low dropout"
2267,"heat, transfer, heat transfer, device, transfer device"
2268,"integrated, assemblies, integrated assemblies, methods, methods forming"
2271,"medication, method, prescription, apparatus, device"
2272,"container, method, container method, reinforced, containers"
2273,"sensor, assembly, sensor assembly, assembly sensor, method"
2275,"milk, dairy, method, producing, methods"
2277,"promotion, promotions, method, providing, based"
2278,"data, anonymizing, anonymization, data anonymization, anonymized"
2279,"pose, pose estimation, estimation, systems, methods"
2283,"device, terminal, method, data, transmission"
2284,"radio, module, frequency, radio frequency, frequency module"
2285,"ue, method, communication, wireless communication, wireless"
2286,"bot, chatbot, chat, method, based"
2287,"edge, edge computing, computing, network, access"
2288,"engagement, user, user engagement, method, determining"
2289,"network, slice, network slice, method, slicing"
2290,"antenna, module, antenna module, module antenna, device"
2291,"antenna, structure, antenna structure, structure antenna, structural"
2292,"communication, sidelink, method, wireless communication, wireless"
2294,"microservices, microservice, using, service, application"
2295,"resource, method, apparatus, method apparatus, resource allocation"
2296,"storage, device, storage device, device storage, data"
2303,"electroporation, device, electroporation device, flow electroporation, flow"
2304,"vehicle, control, vehicle control, medium, method"
2305,"braided, braiding, method, methods, braid"
2307,"data, transmission, method, data transmission, transmission method"
2308,"radioisotope, production, radioisotopes, radiopharmaceutical, producing"
2310,"mask, respiratory, respiratory mask, respirator, air"
2311,"pump, blood, blood pump, pump blood, heart"
2314,"process, robotic, automation, process automation, robotic process"
2316,"image, apparatus, reading, image reading, reading apparatus"
2319,"lenses, refractive, powers, refractive powers, lenses refractive"
2320,"processing, method, device, processing device, program"
2325,"pixel, display, driving, circuit, method"
2326,"drilling, fluid, drilling fluid, based, based drilling"
2327,"display, module, display module, device, module display"
2328,"patient, apparatus, support, patient support, support apparatus"
2329,"lens, assembly, lens assembly, optical, imaging lens"
2330,"contact, lens, contact lens, lenses, contact lenses"
2331,"spectacle, lens, spectacle lens, method, spectacles"
2332,"imaging, control, method, apparatus, control method"
2334,"battery, vehicle, cell, vehicle battery, battery cell"
2335,"localization, mapping, localization mapping, simultaneous, simultaneous localization"
2336,"capacitor, capacitor capacitor, component, capacitor component, module"
2337,"vehicle, platooning, method, vehicles, platoon"
2338,"exosomes, derived, method, exosome, derived exosomes"
2341,"pressure, wound, negative pressure, negative, pressure wound"
2342,"air, semiconductor, device, semiconductor device, method"
2344,"storage, thermal, energy, energy storage, heat"
2345,"resin, board, resin composition, composition, printed"
2347,"plants, plant, expression, transgenic, gene"
2349,"vehicle, monitoring, vehicle monitoring, monitoring vehicle, device"
2350,"homomorphic, encryption, homomorphic encryption, method, data"
2352,"polypropylene, composition, polypropylene composition, resin composition, heterophasic polypropylene"
2353,"latency, network, method, reduction, packet"
2357,"chroma, coding, prediction, intra, video"
2358,"video, decoding, method, apparatus, encoding"
2360,"vacuum, refrigerator, vacuum adiabatic, adiabatic, adiabatic body"
2361,"leather, synthetic leather, synthetic, method, materials"
2363,"ransomware, detection, ransomware detection, method, lateral"
2364,"optical, optical element, driving, element, element driving"
2365,"digital, twin, digital twin, model, industrial"
2367,"multilayer, electronic, component, electronic component, multilayer electronic"
2369,"vehicle, human, powered, powered vehicle, human powered"
2371,"flap, vehicle, arrangement, method, flap arrangement"
2375,"spectrum, method, apparatus, management, method apparatus"
2376,"adversarial, learning, neural, systems, networks"
2378,"information, processing, information processing, device, processing device"
2379,"electromagnetic, method, wave, electromagnetic wave, impedance"
2380,"pcie, express, pci, method, interface"
2381,"semiconductor, semiconductor devices, devices, devices semiconductor, semiconductor device"
2382,"estimation, method, device, estimating, state"
2383,"semiconductor, circuit, integrated, integrated circuit, semiconductor integrated"
2386,"anatomical, method, structures, anatomical structures, structure"
2387,"images, pathology, systems, systems methods, methods"
2388,"imaging, method, imaging method, methods, imaging imaging"
2393,"server, method, control, server method, method server"
2394,"metasurfaces, metasurface, optical, tunable, light"
2396,"display, device, display device, having, device having"
2397,"devices, microelectronic, microelectronic devices, related, methods"
2398,"light, light detection, detection, method, device"
2400,"semiconductor, method, method fabricating, semiconductor device, fabricating semiconductor"
2403,"ventilation, device, systems, vehicle, systems methods"
2406,"sintered, method, sintering, component, sintered component"
2407,"neural, network, neural network, method, quantization"
2412,"fusion, sensor, sensor fusion, data, data fusion"
2414,"reinforcement, learning, reinforcement learning, using, deep"
2416,"phase, reference, tracking, tracking reference, signal"
2420,"antenna, array, polarized, antenna array, device"
2421,"ledger, distributed, distributed ledger, using, transaction"
2423,"access, control, management, access control, method"
2424,"access, backhaul, integrated access, integrated, access backhaul"
2425,"uplink, grant, grant free, free, transmission"
2426,"memory, temperature, device, memory device, based"
2429,"memory, power, device, memory device, power management"
