cluster_id,auto_label,last_log_count,extrapolated_growth_5yr,last_date
1194,"dialysis, peritoneal, method, peritoneal dialysis, having",3.714,-2.009,2025-10-01
336,"inflatable, device, apparatus, device inflatable, inflatable device",2.944,-2.011,2025-10-01
1985,"display, display apparatus, apparatus, apparatus display, prism module",4.644,-2.012,2025-10-01
469,"compressor, method, rotary, air, displacement",4.394,-2.013,2025-10-01
303,"torque, control, method, transmitting, torque transmitting",2.833,-2.016,2025-10-01
170,"sterilizing, sterilization, method, apparatus, method sterilizing",3.219,-2.016,2025-10-01
1173,"tamper, tamper resistant, resistant, resistant module, module",2.485,-2.017,2025-10-01
391,"magnetic, resonance, magnetic resonance, method, apparatus",4.477,-2.024,2025-10-01
916,"diverter, faucet, water, hot water, assembly",2.303,-2.027,2025-10-01
1786,"interference, method, wireless, interference cancellation, communication",4.111,-2.03,2025-10-01
904,"hitch, trailer, trailer hitch, assembly, hitch trailer",4.304,-2.033,2025-10-01
2043,"semiconductor, structure, semiconductor structure, structure semiconductor, semiconductor constructions",2.773,-2.034,2025-10-01
1924,"dental, method, manufacturing, restoration, model",4.868,-2.034,2025-10-01
550,"lithium, battery, secondary, electrode, material",2.639,-2.034,2025-10-01
294,"electroluminescent, organic, organic electroluminescent, device, electroluminescent device",4.29,-2.039,2025-10-01
379,"theft, anti, anti theft, vehicle, device",2.398,-2.047,2025-10-01
1016,"canopy, collapsible, tent, shelter, portable",2.708,-2.049,2025-10-01
1633,"luminaire, led, lighting, luminaires, illumination",2.565,-2.052,2025-10-01
2382,"estimation, method, device, estimating, state",2.89,-2.052,2025-10-01
95,"shock, shock absorber, absorber, absorber shock, mount",3.664,-2.054,2025-10-01
951,"duplex, method, communication, time, duplexer",4.111,-2.057,2025-10-01
1285,"nasal, device, devices, nasal dilator, dilator",2.708,-2.06,2025-10-01
380,"occupant, vehicle, protection, occupant protection, device",3.434,-2.064,2025-10-01
784,"method, documents, digital, security, signature",2.89,-2.064,2025-10-01
2216,"machine, work, work machine, machine work, working machine",3.296,-2.067,2025-10-01
2098,"robot, robot robot, care, care robot, segment",2.079,-2.069,2025-10-01
1075,"workflow, method, management, workflow management, workflow method",3.135,-2.077,2025-10-01
173,"agricultural, harvester, harvesting, combine, crop",5.263,-2.084,2025-10-01
397,"ray, apparatus, source, ray source, detector",4.477,-2.087,2025-10-01
941,"radio, method, communication, station, base",3.091,-2.09,2025-10-01
219,"battery, pack, battery pack, pack battery, battery package",2.89,-2.091,2025-10-01
1050,"lighting, apparatus, control, lighting control, methods",2.398,-2.095,2025-10-01
1732,"suppressor, firearm, firearm suppressor, suppressor firearm, silencer",2.639,-2.101,2025-10-01
187,"apparatus, method, music, musical, performance",1.946,-2.104,2025-10-01
1727,"wearable, device, bracelet, watch, wearable computing",4.174,-2.105,2025-10-01
1120,"cannabinoid, receptor, cannabinoid receptor, modulators, receptor modulators",3.784,-2.105,2025-10-01
1152,"virtual, virtual machine, machine, method, virtualization",2.303,-2.105,2025-10-01
1550,"collision, avoidance, collision avoidance, vehicle, method",3.497,-2.106,2025-10-01
1110,"anchor, using, surface, anchoring, method",3.332,-2.111,2025-10-01
1770,"motor, apparatus, control, motor control, controlling",2.197,-2.116,2025-10-01
512,"cryogenic, liquid, storage, device, method",3.871,-2.117,2025-10-01
403,"infrared, detector, sensor, method, infrared radiation",2.708,-2.122,2025-10-01
970,"film, transistor, film transistor, array, transistor array",3.401,-2.123,2025-10-01
131,"seal, turbine, gas, gas turbine, method",1.946,-2.127,2025-10-01
656,"satellite, communication, method, satellite communication, network",3.761,-2.129,2025-10-01
200,"endoscope, endoscope endoscope, variable, endoscopic, apparatus",4.956,-2.133,2025-10-01
1311,"storage, energy, energy storage, device, storage device",4.234,-2.133,2025-10-01
1400,"lighting, control, method, light, lighting method",4.489,-2.136,2025-10-01
1475,"beamforming, method, transmit, apparatus, method beamforming",4.673,-2.138,2025-10-01
22,"welding, method, apparatus, welding apparatus, laser",4.7,-2.144,2025-10-01
164,"navigation, apparatus, method, navigation apparatus, map",3.045,-2.145,2025-10-01
1783,"power, supply, uninterruptible power, uninterruptible, power supply",2.079,-2.149,2025-10-01
2250,"display, method, device, compensation, gamma",2.639,-2.153,2025-10-01
536,"turbine, gas, gas turbine, cooling, method",2.485,-2.153,2025-10-01
2009,"ray, tracing, ray tracing, method, apparatus",2.89,-2.153,2025-10-01
569,"ceramic, method, composition, producing, dielectric",3.135,-2.153,2025-10-01
1937,"drilling, method, directional, directional drilling, drill",4.159,-2.154,2025-10-01
905,"cargo, vehicle, rack, storage, vehicle storage",3.332,-2.155,2025-10-01
2160,"milling, machine, milling machine, method, material",2.197,-2.16,2025-10-01
2225,"therapy, method, photodynamic therapy, photodynamic, phototherapy",2.565,-2.161,2025-10-01
1524,"vehicle, electric, electric vehicle, vehicle electric, equipment",2.303,-2.163,2025-10-01
532,"heat, heat exchanger, exchanger, tube, tube heat",2.996,-2.168,2025-10-01
2224,"fluorescence, method, fluorescent, methods, image",2.485,-2.171,2025-10-01
621,"dielectric, method, layer, constant, dielectric constant",2.303,-2.172,2025-10-01
759,"furniture, furniture furniture, method, systems, post beam",3.219,-2.173,2025-10-01
1490,"liquid, ejecting, apparatus, ejection, ejecting apparatus",3.638,-2.174,2025-10-01
880,"wireless, communication, wireless communication, method, apparatus",2.996,-2.176,2025-10-01
1644,"workpiece, apparatus, method, workpieces, path",3.367,-2.178,2025-10-01
33,"radar, apparatus, radar apparatus, vehicle, doppler",5.063,-2.185,2025-10-01
1982,"prediction, method, intra, intra prediction, apparatus",3.951,-2.189,2025-10-01
1145,"inflammatory, compounds, treatment, treatment inflammatory, anti",2.565,-2.19,2025-10-01
199,"firearm, firing, device, ammunition, apparatus",4.913,-2.19,2025-10-01
1244,"image, segmentation, method, image segmentation, recognition",3.434,-2.192,2025-10-01
1442,"imaging, device, imaging device, methods, method",2.398,-2.195,2025-10-01
1733,"panel, display, display panel, panel display, screen panel",2.996,-2.196,2025-10-01
713,"nucleic, polypeptide, nucleic acids, polypeptides, acids",2.639,-2.201,2025-10-01
1704,"receiver, signal, transmitter, transmitting, receiving",3.497,-2.206,2025-10-01
79,"method, blasting, apparatus, explosives, blast",2.485,-2.208,2025-10-01
151,"magnetic, recording, magnetic recording, apparatus, recording medium",3.258,-2.21,2025-10-01
364,"board, printed, circuit, circuit board, method",3.526,-2.211,2025-10-01
1101,"film, display, polarizing, plate, polarizing plate",2.833,-2.216,2025-10-01
689,"identification, radio, radio frequency, frequency, frequency identification",3.912,-2.217,2025-10-01
261,"heart, method, stimulation, device, apparatus",3.932,-2.221,2025-10-01
247,"syringe, syringe syringe, method, syringes, hypodermic",3.664,-2.227,2025-10-01
2360,"vacuum, refrigerator, vacuum adiabatic, adiabatic, adiabatic body",1.386,-2.232,2025-10-01
506,"pressure, sensor, pressure sensor, device, control",3.784,-2.234,2025-10-01
2262,"air, conditioning, air conditioning, vehicle, method",3.829,-2.243,2025-10-01
1243,"lens, intraocular, intraocular lens, accommodating intraocular, accommodating",2.996,-2.243,2025-10-01
1945,"virtual, reality, virtual reality, method, objects",3.714,-2.249,2025-10-01
331,"mounting, apparatus, bracket, device, electronic",3.497,-2.251,2025-10-01
1416,"lane, method, road, road lane, apparatus",3.689,-2.251,2025-10-01
2243,"separator, electrochemical, electrode, comprising, element",2.485,-2.257,2025-10-01
2320,"processing, method, device, processing device, program",2.303,-2.257,2025-10-01
1988,"polar, method, code, polar code, codes",2.708,-2.257,2025-10-01
378,"robot, method, control, robot robot, apparatus",4.575,-2.26,2025-10-01
644,"field, effect, field effect, transistor, effect transistor",3.434,-2.261,2025-10-01
2129,"phishing, methods, detection, systems, phishing attacks",2.398,-2.263,2025-10-01
2139,"pcie, express, pci express, pci, chip",2.079,-2.265,2025-10-01
168,"biopsy, method, needle, biopsy needle, forceps",2.485,-2.269,2025-10-01
839,"dust, vacuum, cleaner, cyclone dust, cyclone",2.398,-2.271,2025-10-01
396,"apparatus, ct, tomography, method, method apparatus",3.401,-2.273,2025-10-01
2083,"graph, data, method, processing, database",3.638,-2.276,2025-10-01
627,"loop, phase, locked, locked loop, phase locked",2.708,-2.276,2025-10-01
2258,"air, quality, air quality, monitoring, pollution",2.303,-2.283,2025-10-01
1102,"method, defect, apparatus, defects, detection",2.996,-2.285,2025-10-01
1690,"probiotic, lactobacillus, use, strains, composition",4.605,-2.286,2025-10-01
2235,"optical, device, optical device, device optical, display",2.996,-2.291,2025-10-01
527,"dispenser, product, dispensing, method, dispenser dispenser",2.773,-2.295,2025-10-01
386,"membrane, membranes, method, composite, producing",4.078,-2.297,2025-10-01
101,"ion, beam, ion beam, method, apparatus",3.638,-2.302,2025-10-01
773,"filter, color, color filter, method, filter color",2.565,-2.311,2025-10-01
857,"scanner, scanning, apparatus, method, scan",3.714,-2.314,2025-10-01
1467,"video, method, apparatus, transmitting, transmission",4.564,-2.315,2025-10-01
358,"measuring, device, method, measuring device, measurement",3.85,-2.317,2025-10-01
515,"refrigeration, refrigerant, device, evaporative, cooling",3.784,-2.319,2025-10-01
1617,"battery, separator, secondary, secondary battery, non",2.89,-2.32,2025-10-01
2344,"storage, thermal, energy, energy storage, heat",2.398,-2.321,2025-10-01
137,"shielding, emi, electromagnetic, shield, emi shielding",3.526,-2.323,2025-10-01
126,"wound, dressing, wound dressing, method, wounds",3.367,-2.324,2025-10-01
1943,"aerogel, aerogels, method, silica, silica aerogel",2.773,-2.324,2025-10-01
702,"cache, method, data, memory, caching",4.382,-2.325,2025-10-01
851,"clip, method, clip clip, apparatus, clips",2.996,-2.328,2025-10-01
227,"shoe, sole, shoes, method, outsole",5.231,-2.334,2025-10-01
71,"glove, gloves, protective, powder free, free",2.565,-2.334,2025-10-01
435,"optoelectronic, opto, device, circuit, method",3.401,-2.343,2025-10-01
806,"monitoring, method, method monitoring, monitoring method, device",3.761,-2.344,2025-10-01
237,"method, apparatus, physiological, body, method apparatus",3.738,-2.345,2025-10-01
2383,"semiconductor, circuit, integrated, integrated circuit, semiconductor integrated",2.079,-2.349,2025-10-01
1496,"anomaly, detection, anomaly detection, detecting, systems",4.477,-2.35,2025-10-01
1961,"fan, flow, device, flow fan, fan fan",4.29,-2.351,2025-10-01
2292,"communication, sidelink, method, wireless communication, wireless",4.71,-2.359,2025-10-01
1853,"vehicle, control, vehicle control, control vehicle, method",4.174,-2.36,2025-10-01
277,"washing, washing machine, machine, device, washer",4.554,-2.361,2025-10-01
389,"noise, apparatus, method, reducing, reduction",4.025,-2.361,2025-10-01
1958,"detection, method, device, detection device, detection method",3.135,-2.365,2025-10-01
298,"inductor, method, manufacturing, method manufacturing, high",3.85,-2.367,2025-10-01
1306,"seat, vehicle, chair, vehicle seat, device",4.673,-2.37,2025-10-01
20,"docking, computer, station, docking station, portable",3.258,-2.371,2025-10-01
1286,"gesture, method, gestures, apparatus, method apparatus",3.638,-2.38,2025-10-01
284,"mower, lawn, lawn mower, unit, cutting",3.296,-2.38,2025-10-01
2236,"tiles, tile, leveling, method, aligning",1.946,-2.381,2025-10-01
1655,"sheath, method, expandable, use, access",2.944,-2.381,2025-10-01
353,"keyboard, device, keypad, key, computer",3.258,-2.388,2025-10-01
752,"tailgate, truck, assembly, tailgate assembly, apparatus",2.197,-2.392,2025-10-01
969,"display, method, device, display device, manufacturing",4.394,-2.396,2025-10-01
451,"display, panel, flat panel, flat, panel display",4.443,-2.404,2025-10-01
894,"parking, method, vehicle, device, assist",3.989,-2.404,2025-10-01
1878,"reception, discontinuous, discontinuous reception, method, wireless",2.485,-2.406,2025-10-01
273,"article, articles, apparatus, device, like",2.944,-2.41,2025-10-01
313,"suspension, vehicle, wheel, wheel suspension, vehicles",4.263,-2.417,2025-10-01
1678,"exhaust, gas, exhaust gas, device, method",3.97,-2.418,2025-10-01
248,"needle, method, apparatus, needles, medical",3.178,-2.418,2025-10-01
1736,"blower, apparatus, air, blower apparatus, method",2.565,-2.419,2025-10-01
304,"hanger, garment, garment hanger, hanging, hanger hanger",2.639,-2.423,2025-10-01
661,"treatment, disorders, method, treating, disorder",4.127,-2.425,2025-10-01
2031,"adhesive, composition, adhesive composition, adhesives, pressure",4.477,-2.427,2025-10-01
605,"method, handoff, communication, handover, mobile",4.369,-2.436,2025-10-01
165,"sensor, capacitive, sensor capacitive, pressure sensor, pressure",3.401,-2.438,2025-10-01
1498,"ultrasound, apparatus, method, ultrasonic, imaging",5.572,-2.438,2025-10-01
1525,"biological, apparatus, sample, method, biological sample",3.045,-2.44,2025-10-01
365,"metals, recovery, method, ores, metal",2.485,-2.442,2025-10-01
1329,"cochlear, implant, cochlear implant, electrode, electrode array",1.946,-2.447,2025-10-01
2423,"access, control, management, access control, method",3.829,-2.447,2025-10-01
324,"conveyor, conveying, device, material, apparatus",3.664,-2.448,2025-10-01
5,"watermark, method, digital, apparatus, method apparatus",2.996,-2.448,2025-10-01
1890,"memory, dimensional, device, memory device, semiconductor",4.22,-2.449,2025-10-01
681,"adenovirus, recombinant, adenoviral, vectors, methods",2.398,-2.449,2025-10-01
1439,"defibrillator, defibrillation, method, external, defibrillators",2.639,-2.45,2025-10-01
2358,"video, decoding, method, apparatus, encoding",3.296,-2.45,2025-10-01
251,"prosthesis, bone, device, plate, method",5.826,-2.452,2025-10-01
1649,"domain, method, dns, systems, resolution",3.135,-2.456,2025-10-01
593,"user, interface, user interface, data, method",2.833,-2.457,2025-10-01
1604,"apparatus, paper, sheet, conveying, printing",3.367,-2.458,2025-10-01
706,"method, retrieval, information, search, document",5.826,-2.46,2025-10-01
160,"applicator, method, applicator applicator, having, fluid",3.135,-2.466,2025-10-01
2338,"exosomes, derived, method, exosome, derived exosomes",2.565,-2.466,2025-10-01
836,"device, feedback, tactile, haptic, haptic feedback",3.434,-2.473,2025-10-01
2284,"radio, module, frequency, radio frequency, frequency module",2.485,-2.474,2025-10-01
367,"abrasive, tool, abrasive tool, process, disc",2.398,-2.476,2025-10-01
1185,"quantum, dot, quantum dot, method, quantum dots",3.85,-2.479,2025-10-01
1731,"information, terminal, processing, information processing, method",2.565,-2.482,2025-10-01
1213,"battery, module, pack, battery pack, battery module",3.091,-2.483,2025-10-01
539,"heating, heat, apparatus, device, method",3.97,-2.483,2025-10-01
2264,"vehicle, management, thermal, thermal management, vehicle thermal",2.944,-2.484,2025-10-01
1652,"energy, harvesting, energy harvesting, method, apparatus",3.219,-2.486,2025-10-01
1744,"treatment, device, method, treatment device, therapy",2.773,-2.493,2025-10-01
1916,"boron, nitride, boron nitride, method, containing",2.996,-2.495,2025-10-01
1728,"nanopore, sequencing, using, nanopore sequencing, device",2.639,-2.499,2025-10-01
440,"display, apparatus, device, control, display control",4.477,-2.502,2025-10-01
274,"downhole, method, apparatus, tool, downhole tool",3.638,-2.503,2025-10-01
771,"display, device, display device, device display, unit",5.759,-2.506,2025-10-01
587,"surge, protector, surge protector, protection, electrical",2.996,-2.507,2025-10-01
2388,"imaging, method, imaging method, methods, imaging imaging",3.258,-2.51,2025-10-01
2416,"phase, reference, tracking, tracking reference, signal",1.792,-2.51,2025-10-01
1212,"battery, electrolyte, secondary, secondary battery, lithium",4.06,-2.513,2025-10-01
1919,"method, manufacturing, structure, structural, structural element",2.89,-2.513,2025-10-01
458,"inventory, method, control, management, inventory management",3.807,-2.514,2025-10-01
326,"belt, conveyor, conveyor belt, method, endless",2.996,-2.515,2025-10-01
727,"humidifier, humidifier humidifier, gas, humidification humidifier, humidification",2.639,-2.518,2025-10-01
1251,"repeater, wireless, method, wireless repeater, apparatus",2.398,-2.519,2025-10-01
521,"seal, sealing, device, member, seal member",4.956,-2.519,2025-10-01
460,"vacuum, pump, vacuum pump, vacuum pumps, screw",2.565,-2.52,2025-10-01
123,"brake, device, disc, disc brake, control",5.352,-2.523,2025-10-01
1385,"cannula, use, methods, surgical, method",1.946,-2.523,2025-10-01
1531,"alert, alerts, method, systems, generating",2.89,-2.524,2025-10-01
996,"queue, method, queues, apparatus, service",2.773,-2.526,2025-10-01
2042,"vehicle, method, autonomous, vehicles, driving",3.219,-2.527,2025-10-01
459,"compression, data, method, data compression, apparatus",4.007,-2.529,2025-10-01
52,"insulation, insulating, method, material, insulated",3.638,-2.532,2025-10-01
249,"exercise, apparatus, device, exercising, method",4.522,-2.532,2025-10-01
1946,"terminal, method, apparatus, user, portable",2.398,-2.535,2025-10-01
18,"asphalt, method, apparatus, polymer, modified",2.89,-2.539,2025-10-01
1221,"printed, flexible, circuit, flexible printed, printed circuit",2.303,-2.54,2025-10-01
279,"ozone, method, water, treatment, apparatus",2.708,-2.541,2025-10-01
1368,"button, device, electronic device, electronic, assembly",2.197,-2.544,2025-10-01
566,"composition, compositions, gel, methods, gelatin",3.091,-2.547,2025-10-01
1483,"tire, rubber, composition, rubber composition, pneumatic",2.565,-2.55,2025-10-01
455,"method, decoding, encoding, coding, apparatus",4.007,-2.553,2025-10-01
825,"derivatives, substituted, use, preparation, 8242",6.094,-2.553,2025-10-01
410,"device, photoelectric, photodiode, method, photodetector",3.296,-2.553,2025-10-01
1528,"hose, fitting, method, hose fitting, low",1.792,-2.554,2025-10-01
2065,"control, device, method, control device, device control",2.565,-2.559,2025-10-01
1079,"semiconductor, semiconductor device, device, manufacturing, method",3.989,-2.563,2025-10-01
766,"stimulation, electrical, electrode, apparatus, method",4.635,-2.563,2025-10-01
655,"recording, information, apparatus, method, information recording",4.443,-2.564,2025-10-01
1472,"cell, method, communication, wireless, apparatus",3.401,-2.565,2025-10-01
1056,"capacitor, method, capacitor method, forming, structure",3.258,-2.566,2025-10-01
231,"drain, device, drainage, drain assembly, assembly",3.332,-2.566,2025-10-01
1811,"telemetry, method, systems, power, apparatus",2.639,-2.569,2025-10-01
2208,"accelerator, configurable, accelerators, systems, method",2.708,-2.57,2025-10-01
843,"relay, electromagnetic, electromagnetic relay, relay electromagnetic, relay relay",3.497,-2.571,2025-10-01
361,"inspection, method, apparatus, defect, device",4.19,-2.573,2025-10-01
338,"propulsion, boat, marine, watercraft, marine propulsion",4.159,-2.574,2025-10-01
1394,"graphene, method, nano, device, sheet",3.85,-2.579,2025-10-01
1558,"hemostatic, hemostasis, methods, compositions, devices",2.398,-2.583,2025-10-01
1373,"tactile, device, method, tactile feedback, feedback",2.89,-2.585,2025-10-01
1188,"hair, compositions, composition, growth, hair growth",4.159,-2.585,2025-10-01
1710,"carrier, aggregation, carrier aggregation, method, mobile",2.639,-2.588,2025-10-01
330,"enclosure, computer, computer enclosure, equipment, electronic",2.485,-2.588,2025-10-01
318,"grinding, apparatus, grinder, device, grinding apparatus",3.178,-2.592,2025-10-01
803,"semiconductor, contact, device, semiconductor device, method",2.565,-2.594,2025-10-01
2079,"methods, cancer, treatment, treating, compositions",3.989,-2.598,2025-10-01
494,"turbocharger, exhaust, engine, internal, gas",2.079,-2.598,2025-10-01
1324,"stator, motor, motor stator, machine, electric",3.829,-2.6,2025-10-01
939,"peptides, peptide, thereof, uses thereof, production",3.178,-2.602,2025-10-01
143,"hydraulic, device, circuit, control, vehicle",3.689,-2.606,2025-10-01
2014,"robot, arm, device, robot arm, arm robot",2.485,-2.611,2025-10-01
1388,"shelving, shelf, unit, shelving unit, shelving shelf",2.079,-2.611,2025-10-01
297,"reactor, nuclear, fuel, assembly, fuel assembly",3.401,-2.612,2025-10-01
25,"sprinkler, sprinkler sprinkler, sprinkler head, pressure, head",2.833,-2.613,2025-10-01
394,"imaging, method, apparatus, use, imaging device",2.833,-2.618,2025-10-01
2234,"landing, aircraft, vertical, vertical landing, landing aircraft",2.398,-2.618,2025-10-01
2119,"thermal, imaging, thermal imaging, image, method",2.565,-2.624,2025-10-01
1622,"harness, wire, wire harness, wiring, method",2.89,-2.626,2025-10-01
1861,"charging, vehicle, method, device, battery",4.927,-2.627,2025-10-01
444,"modulator, optical, optical modulator, optic, electro",2.708,-2.628,2025-10-01
172,"piezoelectric, method, transformer, piezoelectric transformer, device",3.784,-2.628,2025-10-01
357,"sensor, method, device, arrangement, sensor device",4.533,-2.633,2025-10-01
184,"clamp, clamping, device, clamp clamp, clamp device",4.143,-2.637,2025-10-01
2015,"weighing, weight, device, scale, device weighing",2.565,-2.64,2025-10-01
1003,"memory, method, apparatus, management, circuit",4.754,-2.643,2025-10-01
1645,"gear, planetary, planetary gear, transmission, multi",4.06,-2.644,2025-10-01
333,"lock, locking, device, locking device, lock having",4.394,-2.646,2025-10-01
149,"magnetic, sensor, field, detecting, magnetic field",4.19,-2.648,2025-10-01
1435,"access, random, random access, method, communication",4.205,-2.649,2025-10-01
1492,"cartridge, method, cartridge cartridge, cartridges, process cartridge",3.332,-2.652,2025-10-01
1379,"hash, method, hashing, apparatus, hash function",2.565,-2.653,2025-10-01
232,"analyte, method, analytes, strip, sensing",3.689,-2.658,2025-10-01
1308,"projection, apparatus, image, display, screen",3.951,-2.661,2025-10-01
949,"apparatus, electronic, electronic apparatus, apparatus electronic, device",2.89,-2.661,2025-10-01
62,"bubble, method, bubbler, device, forming",2.639,-2.661,2025-10-01
1593,"reference, method, signal, reference signal, communication",3.638,-2.663,2025-10-01
2147,"spinal, methods, method, spine, implant",4.511,-2.663,2025-10-01
1540,"power, power conversion, conversion, apparatus, conversion apparatus",3.045,-2.663,2025-10-01
1220,"surgical, instrument, surgical instrument, method, device",5.283,-2.666,2025-10-01
871,"recording, information, information recording, apparatus, medium",3.401,-2.67,2025-10-01
203,"wrench, ratchet, ratchet wrench, adjustable, having",2.639,-2.67,2025-10-01
271,"chuck, electrostatic, electrostatic chuck, method, drill",3.135,-2.671,2025-10-01
434,"laser, method, semiconductor, semiconductor laser, device",5.088,-2.671,2025-10-01
1260,"flash, memory, flash memory, method, device",3.296,-2.679,2025-10-01
1860,"wireless, charging, wireless charging, device, apparatus",3.892,-2.68,2025-10-01
1600,"electronic, electronic component, component, component electronic, device electronic",2.485,-2.681,2025-10-01
2294,"microservices, microservice, using, service, application",2.833,-2.683,2025-10-01
979,"face, method, facial, detection, methods",3.784,-2.685,2025-10-01
2341,"pressure, wound, negative pressure, negative, pressure wound",2.708,-2.69,2025-10-01
453,"camera, stereoscopic, image, apparatus, method",4.078,-2.695,2025-10-01
1543,"ramp, ramp ramp, assembly, ramp assembly, method",2.079,-2.696,2025-10-01
2232,"incident, management, response, incident response, systems",1.386,-2.698,2025-10-01
1291,"appliance, method, control, operating, household",2.944,-2.699,2025-10-01
2332,"imaging, control, method, apparatus, control method",3.045,-2.699,2025-10-01
334,"hinge, hinge hinge, assembly, hinge assembly, device",3.892,-2.708,2025-10-01
99,"mass, spectrometer, mass spectrometer, time, mass spectrometry",3.611,-2.709,2025-10-01
635,"foam, foams, polyurethane, process, polyurethane foams",4.007,-2.712,2025-10-01
691,"memory, magnetic, random access, random, access",2.639,-2.715,2025-10-01
994,"load, balancing, load balancing, method, server",2.398,-2.717,2025-10-01
775,"optical, method, apparatus, measuring, sensor",3.912,-2.718,2025-10-01
1408,"saddle, vehicle, type, type vehicle, saddle riding",2.398,-2.722,2025-10-01
606,"bonding, method, wire, apparatus, bonding method",3.761,-2.723,2025-10-01
1034,"speech, recognition, speech recognition, method, apparatus",5.268,-2.723,2025-10-01
623,"nitride, semiconductor, method, nitride semiconductor, device",3.497,-2.723,2025-10-01
1318,"dryer, clothes, clothes dryer, method, apparatus",2.079,-2.723,2025-10-01
1409,"firmware, method, update, device, firmware update",3.434,-2.725,2025-10-01
2036,"thrombus, thrombectomy, device, methods, removal",3.045,-2.726,2025-10-01
1054,"grip, gripping, method, hand, gripper method",3.689,-2.728,2025-10-01
491,"detergent, composition, compositions, detergent composition, detergent compositions",2.639,-2.73,2025-10-01
947,"golf, golf club, club, head, club head",2.197,-2.734,2025-10-01
217,"valve, heart, heart valve, method, prosthesis",4.29,-2.734,2025-10-01
962,"media, multimedia, method, content, systems",3.434,-2.735,2025-10-01
360,"distance, measuring, apparatus, distance measuring, method",3.091,-2.736,2025-10-01
1614,"method, emotion, affective, user, response",2.079,-2.736,2025-10-01
243,"blood, dialysis, collection, method, blood collection",3.296,-2.737,2025-10-01
1950,"vehicle, alert, notification, method, warning",2.944,-2.738,2025-10-01
465,"method, suppression, protection, extinguishing, prevention suppression",4.043,-2.738,2025-10-01
1384,"map, display, method, map display, apparatus",3.526,-2.741,2025-10-01
1957,"metal, organic, metal organic, organic frameworks, frameworks",2.639,-2.741,2025-10-01
1577,"cell, culture, cell culture, method, methods",3.497,-2.741,2025-10-01
777,"apparatus, image, heating, heating apparatus, image forming",2.485,-2.744,2025-10-01
1546,"data, data center, center, method, centers",2.708,-2.75,2025-10-01
1507,"image, display, apparatus, image display, method",2.833,-2.75,2025-10-01
185,"shower, shower head, device, head, tub",3.367,-2.75,2025-10-01
2146,"brain, method, activity, eeg, based",3.258,-2.751,2025-10-01
1228,"device, method, management, device management, interoperability",2.303,-2.754,2025-10-01
1709,"process, acid, carboxylic, acids, producing",2.485,-2.754,2025-10-01
1074,"certificate, method, certificates, digital, revocation",2.89,-2.757,2025-10-01
57,"method, sampling, sample, apparatus, apparatus method",3.664,-2.757,2025-10-01
510,"engine, combustion, internal combustion, internal, method",3.638,-2.757,2025-10-01
1984,"spectrum, lte, unlicensed, sharing, spectrum sharing",3.466,-2.759,2025-10-01
887,"organic, method, film, organic semiconductor, semiconductor",3.434,-2.759,2025-10-01
315,"probe, tip, device, self, probes",3.526,-2.761,2025-10-01
2199,"neural, network, neural network, networks, deep",4.736,-2.764,2025-10-01
423,"control, method, device, apparatus, control method",3.434,-2.766,2025-10-01
2153,"tube, method, apparatus, tube coupling, tool",3.85,-2.766,2025-10-01
1280,"vibration, method, device, vibrations, apparatus",4.078,-2.767,2025-10-01
1170,"shape, memory, shape memory, memory alloy, alloy",2.197,-2.769,2025-10-01
989,"virus, computer, method, scanning, detection",3.714,-2.77,2025-10-01
1734,"bluetooth, method, apparatus, communication, low",2.639,-2.77,2025-10-01
584,"transformer, voltage, high, method, power",3.258,-2.772,2025-10-01
1773,"location, method, device, mobile, information",3.258,-2.774,2025-10-01
1799,"tire, pressure, tire pressure, method, wheel",3.219,-2.777,2025-10-01
27,"game, method, playing, method playing, machine",5.303,-2.779,2025-10-01
481,"fabric, method, fabrics, textile, woven",4.111,-2.781,2025-10-01
637,"rubber, rubber composition, composition, process, silica",2.485,-2.781,2025-10-01
1974,"methods, virus, vaccine, thereof, uses",4.905,-2.786,2025-10-01
1520,"flow, cytometer, cytometry, flow cytometer, method",2.398,-2.788,2025-10-01
1358,"channel, quality, channel quality, method, wireless",4.19,-2.793,2025-10-01
1785,"vulnerabilities, vulnerability, computer, applications, security",2.89,-2.794,2025-10-01
1549,"display, head, mounted, mounted display, head mounted",4.078,-2.794,2025-10-01
1413,"display, device, driving, display device, method",4.554,-2.794,2025-10-01
402,"projector, light, illumination, optical, using",2.197,-2.795,2025-10-01
1895,"microneedle, array, device, microneedle array, microneedle device",2.565,-2.796,2025-10-01
1829,"head, headgear, neck, support, headwear",2.485,-2.797,2025-10-01
311,"fastening, fastener, assembly, clip, method",3.97,-2.797,2025-10-01
817,"mram, method, device, mram device, configuration",1.099,-2.798,2025-10-01
845,"vehicle, communication, method, wireless, data",3.807,-2.806,2025-10-01
214,"aerosol, device, apparatus, spray, container",4.99,-2.806,2025-10-01
570,"film, method, apparatus, forming, film forming",3.135,-2.811,2025-10-01
1934,"vapor, vaporizer, vaporization, method, device",3.871,-2.814,2025-10-01
1516,"touch, panel, display, display device, device",2.708,-2.816,2025-10-01
957,"radiation, method, treatment, therapy, radiation therapy",3.497,-2.817,2025-10-01
641,"olefin, polymerization, process, olefins, catalyst",3.219,-2.819,2025-10-01
162,"leak, method, detection, testing, leak detection",3.434,-2.821,2025-10-01
59,"method, microelectromechanical, device, micro, structures",3.555,-2.821,2025-10-01
