topic_id,topic,subfield,field,domain,works_count,keywords,description
T13293,Engineering and Test Systems,Control and Systems Engineering,Engineering,Physical Sciences,35741,Fault Diagnosis; Sequential Testing Algorithms; Hidden Markov Models; Testability Analysis; Aerospace Systems; Built-In Test (BIT); Dynamic Multiple Fault Diagnosis; System Health Management; Avionics,"This cluster of papers focuses on fault diagnosis in complex systems, particularly in the aerospace domain. It covers topics such as sequential testing algorith"
T13855,Aerospace Engineering and Control Systems,Aerospace Engineering,Engineering,Physical Sciences,35732,Autonomous Aerial Refueling; Vision-Based Sensor; Aircraft Modeling and Simulation; Probe and Drogue System; Machine Vision Integration; Flight Control; Trajectory Tracking Controller; Navigation Syst,This cluster of papers focuses on the development and optimization of autonomous aerial refueling systems for Unmanned Aerial Vehicles (UAVs). It covers topics 
T13243,Innovation in Digital Healthcare Systems,Health Information Management,Health Professions,Health Sciences,35729,Ontology-based; Healthcare; Context Information Model; Ubiquitous Environment; Dietary Nutrition Recommendation; Emergency Situation Monitoring; Topic Modeling; Depression Risk Prediction; Bio-detecti,This cluster of papers focuses on ontology-based healthcare context modeling in a ubiquitous environment. It includes topics such as dietary nutrition recommend
T11490,Hydrological Forecasting Using AI,Environmental Engineering,Environmental Science,Physical Sciences,35696,Machine Learning; Hydrology; Forecasting; Artificial Neural Networks; Water Resources; Rainfall-Runoff Modeling; Support Vector Machines; Wavelet Analysis; Model Performance; Groundwater Level Forecas,"This cluster of papers focuses on the application of machine learning methods, such as artificial neural networks, support vector machines, and wavelet analysis"
T12591,Inclusive Education and Diversity,Education,Social Sciences,Social Sciences,35693,Inclusive Education; Social Impact; Dialogic Learning; Vulnerable Populations; Community Participation; Gender Violence; Interactive Groups; Educational Inclusion; Critical Communicative Methodology; ,"This cluster of papers focuses on inclusive education, social impact, and transformative methodologies, emphasizing dialogic learning, community participation, "
T11170,Biomimetic flight and propulsion mechanisms,Aerospace Engineering,Engineering,Physical Sciences,35689,Flight Dynamics; Aerodynamics; Biomimetic Systems; Kinematic Measurements; Swimming Animals; Flapping Wing; Vortex Dynamics; Hydrodynamics; Robotic Insects; Lift Generation,"This cluster of papers focuses on the dynamics of biological and biomimetic flight, including aerodynamics, kinematic measurements, vortex dynamics, and hydrody"
T13744,Financial Literacy and Behavior,Accounting,"Business, Management and Accounting",Social Sciences,35660,Financial Literacy; Small and Medium Enterprises; Accounting Information Systems; Fraud Prevention; Economic Productivity; Financial Management Behavior; Investment Decision Making; Corporate Governan,"This cluster of papers focuses on the impact of financial literacy, accounting information systems, and fraud prevention on the performance and sustainability o"
T14095,"Literature, Musicology, and Cultural Analysis",Education,Social Sciences,Social Sciences,35658,Innovation; Education; Global Perspectives; Social Change; Cultural Diversity; Creative Thinking; Youth Development; Technology; Policy Making; Community Engagement,"This cluster of papers covers a wide range of topics related to innovation, education, and global perspectives. It includes discussions on fostering innovators,"
T12009,Hedgehog Signaling Pathway Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,35653,Hedgehog Signaling; Cancer; Development; Pathway Inhibition; Tumorigenesis; Stem Cells; Pancreatic Cancer; Gli Proteins; Smoothened; Basal Cell Carcinoma,"This cluster of papers focuses on the role of Hedgehog signaling in both animal development and cancer, particularly its involvement in tumorigenesis, stem cell"
T14085,Student Stress and Coping,Developmental and Educational Psychology,Psychology,Social Sciences,35625,Academic Stress; Coping Strategies; Psychological Well-being; Self-efficacy; Career Counseling; Digital Media Literacy; Emotional Eating; Bullying Prevention; Resilience; Online Learning,"This cluster of papers explores the topic of academic stress and coping strategies among students, with a focus on psychological well-being, self-efficacy, care"
T13990,Engine and Fuel Emissions,Automotive Engineering,Engineering,Physical Sciences,35607,Common Rail Injectors; Fuel Emissions; Diesel Engine; Vehicle Diagnostics; Energy Efficiency; Environmental Impact; Automotive Technology; Sustainable Agriculture; Control Systems; Renewable Energy,"This cluster of papers encompasses a wide range of topics related to automotive engineering, fuel technology, and environmental impact. It covers areas such as "
T11417,Advancements in PLL and VCO Technologies,Electrical and Electronic Engineering,Engineering,Physical Sciences,35588,Phase-Locked Loops; Frequency Synthesizer; Time-to-Digital Converter; CMOS Technology; Jitter Analysis; Digital PLL; Charge Pump; Clock Recovery; Delta-Sigma Modulator; High-Speed Communication,"This cluster of papers focuses on the design, analysis, and optimization of phase-locked loops (PLLs) and related components in high-speed circuits. Topics incl"
T11580,Veterinary Medicine and Surgery,Small Animals,Veterinary,Health Sciences,35563,Obesity; Chronic Kidney Disease; Diabetes Mellitus; Hypertension; Nutritional Assessment; Urinary Tract Infections; Prostate Cancer; Ovariohysterectomy; Laparoscopic Surgery; Adrenal Gland Tumors,"This cluster of papers encompasses a wide range of research related to the health, nutrition, and medical conditions of dogs and cats. It covers topics such as "
T12829,Advanced Breast Cancer Therapies,Pulmonary and Respiratory Medicine,Medicine,Health Sciences,35523,CDK4/6 Inhibitors; Breast Cancer; Palbociclib; Letrozole; Ribociclib; Abemaciclib; Hormone Receptor-Positive; Metastatic Breast Cancer; Cell Cycle Control; Therapeutic Resistance,"This cluster of papers focuses on the use of cyclin-dependent kinase 4/6 (CDK4/6) inhibitors, such as palbociclib, letrozole, ribociclib, and abemaciclib, in th"
T13468,Educational Research and Science Teaching,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,35515,Agricultural Research; Education; Innovation; Sustainability; Global Agriculture; Formative Research; Competencies; Food Security; Rural Development; Environmental Impact,"This cluster of papers covers a wide range of topics related to agricultural research, education, innovation, and sustainability. It includes discussions on glo"
T12898,Induction Heating and Inverter Technology,Mechanical Engineering,Engineering,Physical Sciences,35512,Induction Heating; Resonant Inverters; High-Frequency Applications; Efficiency Optimization; Control Algorithms; Domestic Appliances; Thermal Analysis; Power Electronics; Multi-Coil Systems; Induction,"This cluster of papers covers the technology, control algorithms, and applications of induction heating, with a focus on resonant inverters, high-frequency appl"
T11049,Advanced Harmonic Analysis Research,Applied Mathematics,Mathematics,Physical Sciences,35495,Fourier Multiplier Theorems; Calderón–Zygmund Theory; Maximal Operators; Hardy Spaces; Singular Integrals; Morrey Spaces; Boundedness; Elliptic Operators; Weighted Estimates; Function Spaces,"This cluster of papers covers topics in harmonic analysis and operator theory, including Fourier multiplier theorems, Calderón–Zygmund theory, maximal operators"
T13181,Economic and Technological Systems Analysis,Management of Technology and Innovation,"Business, Management and Accounting",Social Sciences,35492,Digital Transformation; Innovation Management; Quality Management; Information Technologies; Cyber-Physical Systems; Big Data; Sustainability; Neural Networks; Environmental Safety; Project Management,"This cluster of papers covers a wide range of topics related to digital transformation, innovation management, and the integration of information technologies i"
T12265,Gun Ownership and Violence Research,Health,Social Sciences,Social Sciences,35484,Firearm Violence; Gun Ownership; Suicide Prevention; Youth Violence; Mass Shootings; Public Health; Firearm Legislation; Injury Prevention; Mental Health; Homicide Rates,"This cluster of papers focuses on the public health implications of firearm violence, including topics such as gun ownership, suicide prevention, youth violence"
T11249,Wireless Power Transfer Systems,Electrical and Electronic Engineering,Engineering,Physical Sciences,35440,Wireless Power Transfer; Inductive Power Transfer; Magnetic Resonant Coupling; Electric Vehicle Charging; Contactless Power Transmission; Biomedical Implants; Efficiency Optimization; Coil Design; Dyn,"This cluster of papers focuses on the analysis, design, and optimization of wireless power transfer systems, with applications in electric vehicle charging, bio"
T12611,Neural Networks and Reservoir Computing,Artificial Intelligence,Computer Science,Physical Sciences,35427,Photonic Reservoir Computing; Neuromorphic Photonics; Optical Neural Networks; Machine Learning; Semiconductor Lasers; Echo State Networks; Nonlinear Dynamics; Optoelectronic Reservoir Computing; Diff,"This cluster of papers focuses on the application of photonic reservoir computing for neural computation, machine learning, and information processing. It explo"
T13276,University-Industry-Government Innovation Models,Management of Technology and Innovation,"Business, Management and Accounting",Social Sciences,35381,Quadruple Helix; Innovation Ecosystem; Knowledge Production; Triple Helix; Regional Innovation Systems; Smart Specialization; Mode 3 Knowledge; University-Industry-Government Relations; Sustainable De,"This cluster of papers explores the concept of Quadruple Helix innovation ecosystems, emphasizing the interplay between academia, industry, government, and soci"
T12141,Fluid Dynamics and Thin Films,Computational Mechanics,Engineering,Physical Sciences,35373,Dewetting; Thin Films; Pattern Formation; Electric Field; Instabilities; Spin Coating; Solid-State Dewetting; Polymer Films; Surface Tension; Morphology,"This cluster of papers explores the dynamics, stability, and pattern formation in thin liquid films, with a focus on dewetting phenomena, electric field-induced"
T14250,Energy and Environmental Systems,Transportation,Social Sciences,Social Sciences,35349,Disaster Management; Urban Resilience; Smart City; IoT; Cattle Health Monitoring; Energy Consumption; Environmental Sustainability; Mobile Computing; Predictive Modeling; Emergency Response,"This cluster of papers covers a wide range of topics related to disaster management, urban resilience, and technological solutions for emergency situations. It "
T12970,"Names, Identity, and Discrimination Research",Sociology and Political Science,Social Sciences,Social Sciences,35346,Discrimination; Labor Market; Field Experiment; Ethnic; Hiring; Racial; Names; Gender; Audit Study; Employment,"This cluster of papers explores the pervasive issue of employment discrimination, particularly in the labor market, through field experiments and audit studies."
T12763,ATP Synthase and ATPases Research,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,35329,ATP Synthase; Vacuolar ATPases; Proton Pump Inhibitors; Mitochondrial ATP Synthase; V-ATPases; Rotary Mechanism; F1-ATPase; Proton Transport; Vacuolar H+-ATPase; Mechanochemistry,"This cluster of papers focuses on the function, regulation, and mechanisms of ATP synthase, including vacuolar ATPases, proton pump inhibitors, mitochondrial AT"
T11224,Electromagnetic wave absorption materials,"Electronic, Optical and Magnetic Materials",Materials Science,Physical Sciences,35325,Graphene; Microwave Absorption; Carbon Nanotubes; MXenes; Electrical Conductivity; Polymer Composites; Dielectric Properties; Magnetic Nanoparticles; Flexible Materials; EMI Shielding Effectiveness,"This cluster of papers focuses on the development and characterization of advanced materials, such as graphene, carbon nanotubes, and MXenes, for electromagneti"
T12187,Glutathione Transferases and Polymorphisms,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,35305,Glutathione Transferases; Superoxide Dismutase; Oxidative Stress; Genetic Polymorphisms; Cancer Resistance; Antioxidant Enzymes; Drug Metabolism; Cell Signaling; Toxicology; Enzyme Structure,"This cluster of papers explores the role of glutathione transferases, superoxide dismutase, and genetic polymorphisms in oxidative stress response, cancer resis"
T13007,Economic Sanctions and International Relations,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,35271,Economic Sanctions; Coercive Diplomacy; International Relations; Human Rights; Targeted Sanctions; Global Trade; Authoritarian Regimes; Health Impact; Sanction Effectiveness; Political Economy,"This cluster of papers explores the impact of international economic sanctions on targeted countries, including their effects on human rights, trade, health, an"
T12367,Dental Trauma and Treatments,Emergency Medical Services,Health Professions,Health Sciences,35218,Epidemiology; Traumatic Dental Injuries; Management; Avulsion; Primary Dentition; Mouthguards; Quality of Life; Treatment Guidelines; Autotransplantation; Pulpal Healing,"This cluster of papers focuses on the epidemiology, management, and outcomes of traumatic dental injuries, with an emphasis on avulsion, primary dentition injur"
T12086,Structural Integrity and Reliability Analysis,Mechanical Engineering,Engineering,Physical Sciences,35215,Corrosion; Pipeline; Risk Analysis; Reliability Assessment; Pitting Corrosion; Steel Structures; Offshore; Failure Pressure; Finite Element Analysis; Natural Gas,"This cluster of papers focuses on the modeling, risk analysis, and reliability assessment of corrosion in steel pipelines, particularly addressing pitting corro"
T13566,Global Educational Reforms and Inequalities,Demography,Social Sciences,Social Sciences,35183,Shadow Education; Private Tutoring; Supplementary Tutoring; Education Demand; Inequality; Schooling System; Cross-National Comparison; Parental Involvement; Academic Achievement; Policy Responses,"This cluster of papers explores the global phenomenon of shadow education, focusing on private tutoring, supplementary education demand, inequality in schooling"
T11833,Spinal Dysraphism and Malformations,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences,35175,Spina Bifida; Chiari Malformation; Syringomyelia; Fetal Surgery; Neural Tube Defects; Hydrocephalus; Tethered Cord Syndrome; Neurosurgical Management; Prenatal Diagnosis; Quality of Life,"This cluster of papers focuses on the management, outcomes, and research related to spina bifida, including topics such as Chiari malformation, syringomyelia, f"
T12694,"Categorization, perception, and language",Experimental and Cognitive Psychology,Psychology,Social Sciences,35073,Language; Cognition; Color Perception; Spatial Reasoning; Categorical Perception; Cross-linguistic Influence; Cultural Consonance; Event Conceptualization; Motion Events; Linguistic Relativity,"This cluster of papers explores the influence of language on cognition, perception, and conceptualization, with a focus on color perception, spatial reasoning, "
T11125,Petri Nets in System Modeling,Computational Theory and Mathematics,Computer Science,Physical Sciences,35065,Petri Nets; Deadlock Prevention; Supervisory Control; Discrete-Event Systems; Fault Diagnosis; Flexible Manufacturing Systems; Diagnosability Analysis; Concurrency Modeling; Formal Methods; Stochastic,"This cluster of papers focuses on the modeling, analysis, and control of Petri nets in various systems, with an emphasis on deadlock prevention, supervisory con"
T11952,Landfill Environmental Impact Studies,Industrial and Manufacturing Engineering,Environmental Science,Physical Sciences,35043,Landfill Gas; Geosynthetic Clay Liners; Methane Oxidation; Leachate Recirculation; Waste Degradation; Bioreactor Landfills; Hydraulic Conductivity; Municipal Solid Waste; Landfill Mining; Geomembranes,"This cluster of papers focuses on the long-term management of landfills, including topics such as landfill gas emissions, geosynthetic clay liners, methane oxid"
T12268,Deception detection and forensic psychology,Social Psychology,Psychology,Social Sciences,35039,Deception; Detection; Lying; Interrogation; Cognitive Processes; Neural Correlates; Psychophysiological Measures; Police Interviews; Confessions; Nonverbal Behavior,"This cluster of papers focuses on the detection of deception in communication and interrogation, exploring various cues, cognitive processes, neural correlates,"
T11754,SARS-CoV-2 detection and testing,Infectious Diseases,Medicine,Health Sciences,35028,COVID-19; diagnostics; SARS-CoV-2; wastewater surveillance; RT-PCR; antigen testing; viral load; saliva testing; nasopharyngeal swab; biosensors,"This cluster of papers focuses on the development, evaluation, and application of various diagnostic methods for the detection of COVID-19, including RT-PCR, an"
T12553,Psychedelics and Drug Studies,Clinical Psychology,Psychology,Social Sciences,35009,Psilocybin; Psychedelics; Depression; Anxiety; Therapeutic; Neurobiology; Serotonin; Mystical Experiences; Treatment; Brain Function,"This cluster of papers explores the therapeutic potential of psychedelic therapy, particularly focusing on the use of substances like psilocybin and MDMA for th"
T13948,Gender and Women's Rights,Political Science and International Relations,Social Sciences,Social Sciences,34997,EU Immigration; Asylum; Refugees; European Union; Migration Control; Human Rights; Visas; Schengen Agreement; Integration; Legal Framework,"This cluster of papers covers various aspects of European Union immigration and asylum policies, including the legal framework, migration control, human rights,"
T12597,Fire Detection and Safety Systems,"Safety, Risk, Reliability and Quality",Engineering,Physical Sciences,34981,Computer Vision; Fire Detection; Smoke Detection; Convolutional Neural Networks; Video Surveillance; Forest Fire Monitoring; Unmanned Aerial Vehicles; Image Processing; Real-Time Detection; IoT-Based ,"This cluster of papers focuses on the development and application of computer vision, deep learning, and image processing techniques for real-time fire and smok"
T13261,Elasticity and Wave Propagation,Mechanics of Materials,Engineering,Physical Sciences,34973,Nanomaterials; Mechanics; Fracture; Wavelets; Composite Materials; Nonlinear PDE; Viscoelasticity; Microdamage; Elastic Waves; Stress Analysis,"This cluster of papers focuses on the mechanics and fracture behavior of nanomaterials and composites, including the use of wavelets for solution of nonlinear P"
T12105,Hygrothermal properties of building materials,Building and Construction,Engineering,Physical Sciences,34905,Earth Construction; Building Materials; Hygrothermal Properties; Sustainable Construction; Moisture Buffering; Rammed Earth; Hemp Concrete; Mechanical Properties; Environmental Impact; Natural Fibers,"This cluster of papers focuses on sustainable earth construction materials and techniques, including the use of local and natural materials such as rammed earth"
T13824,National Identity and Symbolism,Sociology and Political Science,Social Sciences,Social Sciences,34881,National Symbols; Identity Construction; Postage Stamps; Banknotes; National Anthems; Iconography; National Identity; Political Imagery; Currency Design; Symbolic Constructions,"This cluster of papers explores the role of national symbols, such as postage stamps, banknotes, and national anthems, in the construction of national identity."
T13338,Pharmacological Effects and Assays,Animal Science and Zoology,Agricultural and Biological Sciences,Life Sciences,34877,Clenbuterol; Ractopamine; Zilpaterol; Meat Quality; Livestock; Performance; Detection; Immunoassay; Electrochemical Sensor; Adverse Effects,"This cluster of papers focuses on the effects, detection, and adverse consequences of beta-adrenergic agonists, such as clenbuterol, ractopamine, and zilpaterol"
T11895,Social and Cultural Dynamics,Sociology and Political Science,Social Sciences,Social Sciences,34866,Cultural Capital; Social Class; Bourdieu; Habitus; Educational Inequality; Cultural Consumption; Social Mobility; Gender and Education; Symbolic Power; Class Distinction,"This cluster of papers explores the concept of cultural capital, its relation to social class, and its impact on educational outcomes. It delves into Bourdieu's"
T11522,VLSI and FPGA Design Techniques,Electrical and Electronic Engineering,Engineering,Physical Sciences,34860,FPGA; ASIC; Placement; Routing; Analog Circuits; Graph Partitioning; Power Optimization; CMOS Design; Dynamic Load Balancing; Geometric Programming,"This cluster of papers focuses on the design, optimization, and challenges of field-programmable gate arrays (FPGAs) and application-specific integrated circuit"
T12456,Geotourism and Geoheritage Conservation,Geology,Earth and Planetary Sciences,Physical Sciences,34845,Geotourism; Geoheritage; Geodiversity; Geoconservation; Geomorphosites; Sustainable Tourism; Cultural Landscape; Global Geoparks Network; Ecosystem Services; Biodiversity,"This cluster of papers focuses on the assessment, conservation, and promotion of geotourism, geoheritage, and geodiversity. It explores the sustainable manageme"
T13357,Property Rights and Legal Doctrine,Law,Social Sciences,Social Sciences,34820,Eminent Domain; Property Rights; Compensation; Land Acquisition; Government Takings; Urban Renewal; Legal Institutions; Climate Change Adaptation; Market Value; Public Use,"This cluster of papers explores the legal, economic, and ethical aspects of eminent domain, property rights, and land acquisition. It delves into topics such as"
T13343,Turkish Urban and Social Issues,Urban Studies,Social Sciences,Social Sciences,34792,Urbanization; Social Services; Demographic Transition; Home Care; Local Governance; Sustainability; Community Development; Migration; Public Policy; City Planning,"This cluster of papers covers a wide range of topics related to urban studies, social policy analysis, and demographic transition. It includes research on urban"
T14022,Cultural and Religious Practices in Indonesia,Cultural Studies,Social Sciences,Social Sciences,34786,Islam Nusantara; Local Wisdom; Cultural Syncretism; Traditional Practices; Community Empowerment; Religious Rituals; Indigenous Knowledge; Social Conflict Resolution; Ethnic Diversity; Environmental C,"This cluster of papers explores the intersection of religion and culture in Southeast Asia, with a focus on Islam Nusantara, local wisdom, cultural syncretism, "
T14142,Multicultural Socio-Legal Studies,Sociology and Political Science,Social Sciences,Social Sciences,34785,Socio-Legal Studies; Multiculturalism; Human Rights; Religion; Equality Rights; Globalization; Social Justice; Ethnicity; Gender; Immigration,"This cluster of papers covers a wide range of topics related to socio-legal studies in multicultural contexts, including human rights, religion, equality rights"
T14277,Social Skills and Education,Education,Social Sciences,Social Sciences,34715,Social Skills; Education; Adolescents; University Students; Emotional Intelligence; Teacher Training; Life Skills; Communication; Soft Skills; Pedagogy,"This cluster of papers explores the importance of social skills, emotional intelligence, and life skills in the education and development of adolescents and uni"
T12108,Management of metastatic bone disease,Surgery,Medicine,Health Sciences,34687,Spinal Metastases; Metastatic Spine Tumors; Radiotherapy; Surgical Management; Palliative Treatment; Prognostic Factors; Vertebral Compression Fracture; Stereotactic Radiosurgery; Metastatic Epidural ,"This cluster of papers focuses on the management of spinal metastatic tumors, including the use of radiotherapy and surgical strategies for palliative treatment"
T12497,Traditional and Medicinal Uses of Annonaceae,Biochemistry,"Biochemistry, Genetics and Molecular Biology",Life Sciences,34678,Acetogenins; Annonaceae; Isolation; Synthesis; Biological Activities; Cytotoxicity; Antioxidants; Mitochondrial Complex I Inhibitors; Traditional Medicinal Uses; Phytochemicals,"This cluster of papers focuses on the biochemical studies of plants from the Annonaceae family, particularly the isolation, synthesis, and biological activities"
T11685,Zebrafish Biomedical Research Applications,Cell Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,34653,Zebrafish; Model Organism; Developmental Biology; Behavioral Studies; Drug Discovery; Hematopoiesis; Neuroscience; Toxicology; Vascular Development; Genetic Screens,"This cluster of papers encompasses a wide range of research using zebrafish as a model organism, including studies on developmental biology, behavioral analysis"
T12699,Electromagnetic Launch and Propulsion Technology,Aerospace Engineering,Engineering,Physical Sciences,34649,Electromagnetic Launch; Railgun; Pulsed Power; Armature Transition; Thermal-Chemical Erosion; Inductive Pulsed-Power Supply; Plasma-Propellant Interaction; Coilgun; Naval Railgun; Capacitor-Based Puls,"This cluster of papers focuses on the science and technology of electromagnetic launch systems, including railguns, coilguns, and pulsed power supplies. It cove"
T14062,Migration and Exile Studies,Sociology and Political Science,Social Sciences,Social Sciences,34642,Migration; Borders; Social Justice; Refugees; Youth; Humanitarianism; Immigration; Identity; Ethics; Sociopolitical,"This cluster of papers explores the complex issues surrounding migration, borders, and social justice. It delves into topics such as refugee experiences, youth "
T11603,Dust and Plasma Wave Phenomena,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences,34613,Dusty Plasmas; Quantum Plasma Physics; Complex Ionized Gas Systems; Plasma Crystal Experiments; Nonlinear Solitary Waves; Space Plasmas; Electron-Acoustic Waves; Strongly Coupled Plasma; Ion-Acoustic ,"This cluster of papers covers a wide range of research on dusty plasmas, including topics such as quantum plasma physics, complex ionized gas systems, nonlinear"
T12297,Otolaryngology and Infectious Diseases,Infectious Diseases,Medicine,Health Sciences,34610,Lemierre's Syndrome; Deep Neck Abscess; Retropharyngeal Abscess; Descending Necrotizing Mediastinitis; Odontogenic Infections; Croup; Antibiotic Susceptibility; Microbiology; Surgical Management; Epid,"This cluster of papers focuses on the clinical characteristics, microbiology, management, and epidemiology of deep neck infections, including conditions such as"
T12378,Accounting Education and Careers,Accounting,"Business, Management and Accounting",Social Sciences,34598,Accounting Education; Skills Development; Employer Expectations; Student Perceptions; Curriculum Design; Soft Skills Integration; Technology in Education; Professional Skills; Cooperative Learning; Ac,"This cluster of papers revolves around the skills and attributes needed by accounting graduates, as perceived by students and employers. It also explores the in"
T11614,Cloud Data Security Solutions,Information Systems,Computer Science,Physical Sciences,34597,Security; Privacy; Cloud Computing; Data Storage; Auditing; Provable Data Possession; Trust Management; Deduplication; Remote Data Checking; Identity-Based Security,"This cluster of papers focuses on the security challenges in cloud computing, addressing issues such as data privacy, secure storage, auditing, provable data po"
T11716,Random Matrices and Applications,Statistics and Probability,Mathematics,Physical Sciences,34589,Random Matrix Theory; Eigenvalues; Covariance Matrices; Universality; Spectral Statistics; Large Dimensional Data; Spiked Population Models; Principal Component Analysis; Determinantal Processes; Grow,"This cluster of papers covers the topic of Random Matrix Theory and its applications in various fields such as eigenvalues, covariance matrices, universality, s"
T13697,Biliary and Gastrointestinal Fistulas,Pulmonary and Respiratory Medicine,Medicine,Health Sciences,34519,Gallstone Ileus; Bouveret's Syndrome; Cholecystocholedochal Fistula; Gastrointestinal Fistulas; CT Diagnosis; Surgical Management; Endoscopic Therapy; Duodenal Obstruction; Radiological Findings; Lapa,"This cluster of papers focuses on the complications and management of gallstone disease, including rare conditions such as Bouveret's Syndrome, cholecystocholed"
T11591,NF-κB Signaling Pathways,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences,34495,NF-?B; signaling; inflammation; cancer; immunity; ubiquitination; transcription factors; TNF-a; IKK; regulation,"This cluster of papers explores the role of NF-?B signaling in inflammation, immunity, and cancer. It covers various aspects such as the regulation of NF-?B act"
T14508,Vocational Education and Training,Education,Social Sciences,Social Sciences,34495,Vocational Competencies; Education and Training; Workplace-based Assessment; Digitalization in Education; Problem-solving Competence; Curriculum Development; Professional Development; Assessment Pract,"This cluster of papers focuses on vocational competencies in education and training, covering topics such as workplace-based assessment, digitalization, problem"
T14426,"Religion, Gender, and Enlightenment",Religious studies,Arts and Humanities,Social Sciences,34467,Mary Wollstonecraft; Quakerism; Feminism; Religion; Gender; Violence; Equality; Christianity; Conversion; Social Justice,"This cluster of papers explores the intersection of religion, feminism, and social justice, with a focus on the works of Mary Wollstonecraft and the history of "
T13128,Chromatography in Natural Products,Analytical Chemistry,Chemistry,Physical Sciences,34434,Counter-Current Chromatography; Natural Product Isolation; Nelumbo Nucifera; High-Speed Counter-Current Chromatography; Plant Analysis; Solvent System Selection; Phytochemical Profile; Antioxidant Act,"This cluster of papers focuses on the advances in counter-current chromatography techniques, particularly in the isolation and purification of bioactive compoun"
T12570,Photopolymerization techniques and applications,Organic Chemistry,Chemistry,Physical Sciences,34433,Photoinitiation; Polymerization; Visible Light; Cationic; Radical; UV-Curing; Photoinitiating Systems; Kinetics; Frontal Polymerization; Thioxanthone,"This cluster of papers explores advances, challenges, and opportunities in photoinitiated polymerization reactions, including topics such as photoinitiating sys"
T14201,Data Analysis and Archiving,Sociology and Political Science,Social Sciences,Social Sciences,34419,Qualitative Data; Secondary Analysis; Ethical Issues; Data Sharing; Archiving; Research Methodology; Social Research; Epistemological Challenges; Contextualizing Data; Longitudinal Studies,"This cluster of papers focuses on the ethical and methodological considerations of conducting secondary analysis of qualitative data, including issues related t"
T12290,Human Motion and Animation,Control and Systems Engineering,Engineering,Physical Sciences,34409,Motion Synthesis; Character Animation; Inverse Kinematics; Interactive Control; Physics-based Animation; Human Motion Data; Virtual Reality; Deep Learning; Motion Capture; Biped Locomotion,"This cluster of papers explores various techniques for synthesizing and controlling human-like motion, including character animation, inverse kinematics, intera"
T11442,Titanium Alloys Microstructure and Properties,Materials Chemistry,Materials Science,Physical Sciences,34390,Titanium Alloys; Biomedical Applications; Mechanical Properties; Microstructure Evolution; Corrosion Resistance; Shape Memory Effect; Orthopaedic Implants; Metallic Biomaterials; Crystal Plasticity Mo,"This cluster of papers focuses on the advancements in titanium alloys for biomedical applications, with a particular emphasis on their mechanical properties, mi"
T13485,Marine and Coastal Ecosystems,Ecology,Environmental Science,Physical Sciences,34388,Marine Ecology; Fisheries Management; Environmental Impact; Water Quality; Biodiversity; Heavy Metals; Sustainable Livelihoods; Climate Change Adaptation; Community Dynamics; Economic Development,"This cluster of papers covers a wide range of topics related to the human impact on marine ecology and fisheries, including studies on water quality, biodiversi"
T11413,Risk and Portfolio Optimization,Management Science and Operations Research,Decision Sciences,Social Sciences,34303,Robust Optimization; Risk Management; Finance; Conditional Value-at-Risk; Stochastic Programming; Portfolio Optimization; Uncertain Data; Coherent Risk Measures; Wasserstein Metric; Convex Optimizatio,"This cluster of papers focuses on robust optimization techniques for risk management and finance, including topics such as conditional value-at-risk, stochastic"
T13427,Latin American Literature Analysis,Literature and Literary Theory,Arts and Humanities,Social Sciences,34280,Latin American literature; fantastic genre; autofiction; microrrelato; cultural identity; gender conflicts; postcolonialism; narrative theory; literary criticism; social movements,"This cluster of papers explores various aspects of Latin American literature, including the fantastic genre, autofiction, microrrelato, cultural identity, gende"
T12356,Bioactive Compounds and Antitumor Agents,Toxicology,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,34257,Quinones; Toxicology; Pharmacology; Cytotoxicity; NAD(P)H:Quinone Oxidoreductase; Apoptosis; Anticancer Agents; Reactive Oxygen Species; Antimicrobial Activity; Cell Signaling,"This cluster of papers explores the role of quinones in toxicology and pharmacology, focusing on their cytotoxic effects, NAD(P)H:Quinone Oxidoreductase activit"
T12649,Alkaloids: synthesis and pharmacology,Pharmacology,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,34227,Kratom; Alkaloids; Mitragyna Speciosa; Opioid Withdrawal; Indole Alkaloids; Total Synthesis; Pharmacological Effects; Traditional Medicine; Neuropharmacology; Toxicology,"This cluster of papers focuses on the pharmacology, synthesis, and effects of kratom alkaloids, particularly those derived from Mitragyna speciosa. It covers to"
T11962,Cardiac Fibrosis and Remodeling,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences,34217,Cardiac Remodeling; Inflammatory Response; Myocardial Infarction; Fibrosis; Hypertrophy; Macrophages; Extracellular Matrix; Tumor Necrosis Factor; Cytokines; Heart Failure,"This cluster of papers explores the molecular mechanisms underlying cardiac remodeling and repair, focusing on the inflammatory response, myocardial infarction,"
